review_priority,input,expected_en,out_no_context,out_after_english,ok_no_context,ok_after_english,subcase,reason,suite_hint,in_ctx_whitelist,in_collision_table,len,suite_category,suite_severity,suite_notes,case_variants
P3_engine_keeps_vn_suite_expected_contradicts_note,VERSE,VERSE,VẾ,VẾ,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"VẾ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"verse""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,VES,VES,VÉ,VÉ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"VÉ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ves""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,VIS,VIS,VÍ,VÍ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"VÍ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"vis""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,WA,WA,ƯA,ƯA,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,2,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"ƯA"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"wa""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,wr,wr,ử,ử,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,2,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"ử"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"ử""""""",1
P3_engine_keeps_vn_suite_expected_contradicts_note,WS,WS,Ứ,Ứ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,2,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Ứ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"ws""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,WU,WU,ƯU,ƯU,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,2,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"ƯU"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"wu""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,XEROX,XEROX,XẼO,XẼO,0,0,ctx_misses,not_in_whitelist,never,0,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"XẼO"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"xerox""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,XIS,XIS,XÍ,XÍ,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"XÍ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"xis""""; modifier key phai case-insensitive, output phai giu case goc""",3
P3_engine_keeps_vn_suite_expected_contradicts_note,YRS,YRS,Ý,Ý,0,0,ctx_misses,not_in_whitelist|short_token,never,0,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Ý"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"yrs""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,AIR,AIR,ẢI,AIR,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ẢI""""; van go duoc bang duong khac. bien the chu hoa cua """"air""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,AIS,AIS,ÁI,AIS,0,1,ctx_fixes,-,degrades_vn,1,0,3,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÁI""""; van go duoc bang duong khac. bien the chu hoa cua """"ais""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,AMS,AMS,ÁM,AMS,0,1,ctx_fixes,-,degrades_vn,1,0,3,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÁM""""; van go duoc bang duong khac. bien the chu hoa cua """"ams""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,ANS,ANS,ÁN,ANS,0,1,ctx_fixes,-,degrades_vn,1,0,3,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"ans""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,arm,arm,arm,arm,1,1,ok_both,-,degrades_vn,1,1,3,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"ảm""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"ảm""""""",1
P4_working_as_intended,ASN,ASN,ÁN,ASN,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"asn""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,ASP,ASP,ÁP,ASP,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÁP""""; van go duoc bang duong khac. bien the chu hoa cua """"asp""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BANGS,BANGS,BÁNG,BANGS,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"BÁNG""""; van go duoc bang duong khac. bien the chu hoa cua """"bangs""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BANS,BANS,BÁN,BANS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"BÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"bans""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BARN,BARN,BẢN,BARN,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"BẢN""""; van go duoc bang duong khac. bien the chu hoa cua """"barn""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BEER,BEER,BỂ,BEER,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"BỂ""""; van go duoc bang duong khac. bien the chu hoa cua """"beer""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,BEEST,BEEST,BẾT,BEEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"BẾT""""; van go duoc bang duong khac. bien the chu hoa cua """"beest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BENS,BENS,BÉN,BENS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"BÉN""""; van go duoc bang duong khac. bien the chu hoa cua """"bens""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BEST,BEST,BEST,BEST,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"BÉT""""; van go duoc bang duong khac. bien the chu hoa cua """"best""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BINS,BINS,BÍN,BINS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"BÍN""""; van go duoc bang duong khac. bien the chu hoa cua """"bins""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BITS,BITS,BITS,BITS,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"BÍT""""; van go duoc bang duong khac. bien the chu hoa cua """"bits""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BONS,BONS,BÓN,BONS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"BÓN""""; van go duoc bang duong khac. bien the chu hoa cua """"bons""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BOOST,BOOST,BỐT,BOOST,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"BỐT""""; van go duoc bang duong khac. bien the chu hoa cua """"boost""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,BOOTS,BOOTS,BỐT,BOOTS,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"BỐT""""; van go duoc bang duong khac. bien the chu hoa cua """"boots""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,born,born,born,born,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"bỏn""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"bỏn""""""",1
P4_working_as_intended,BURN,BURN,BỦN,BURN,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"BỦN""""; van go duoc bang duong khac. bien the chu hoa cua """"burn""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CAMS,CAMS,CÁM,CAMS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CÁM""""; van go duoc bang duong khac. bien the chu hoa cua """"cams""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,CANS,CANS,CÁN,CANS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"cans""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CAPS,CAPS,CÁP,CAPS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CÁP""""; van go duoc bang duong khac. bien the chu hoa cua """"caps""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CAST,CAST,CAST,CAST,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CÁT""""; van go duoc bang duong khac. bien the chu hoa cua """"cast""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CATS,CATS,CÁT,CATS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CÁT""""; van go duoc bang duong khac. bien the chu hoa cua """"cats""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CHAIR,CHAIR,CHẢI,CHAIR,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CHẢI""""; van go duoc bang duong khac. bien the chu hoa cua """"chair""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CHANS,CHANS,CHÁN,CHANS,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CHÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"chans""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CHAOS,CHAOS,CHÁO,CHAOS,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CHÁO""""; van go duoc bang duong khac. bien the chu hoa cua """"chaos""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,charm,charm,chảm,charm,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"chảm""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"chảm""""""",1
P4_working_as_intended,CHENS,CHENS,CHÉN,CHENS,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CHÉN""""; van go duoc bang duong khac. bien the chu hoa cua """"chens""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CHEST,CHEST,CHÉT,CHEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CHÉT""""; van go duoc bang duong khac. bien the chu hoa cua """"chest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CHIPS,CHIPS,CHÍP,CHIPS,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CHÍP""""; van go duoc bang duong khac. bien the chu hoa cua """"chips""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CHOES,CHOES,CHÓE,CHOES,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CHOÉ""""; van go duoc bang duong khac. bien the chu hoa cua """"choes""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CHOIR,CHOIR,CHỎI,CHOIR,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CHỎI""""; van go duoc bang duong khac. bien the chu hoa cua """"choir""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CHOSE,CHOSE,CHÓE,CHOSE,0,1,ctx_fixes,-,degrades_vn,1,0,5,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CHOÉ""""; van go duoc bang duong khac. bien the chu hoa cua """"chose""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CONF,CONF,CÒN,CONF,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CÒN""""; van go duoc bang duong khac. bien the chu hoa cua """"conf""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,cons,cons,cón,cons,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"cón""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"cón""""""",1
P4_working_as_intended,CORN,CORN,CỎN,CORN,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CỎN""""; van go duoc bang duong khac. bien the chu hoa cua """"corn""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,COST,COST,COST,COST,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CÓT""""; van go duoc bang duong khac. bien the chu hoa cua """"cost""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CUMS,CUMS,CÚM,CUMS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CÚM""""; van go duoc bang duong khac. bien the chu hoa cua """"cums""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CUPS,CUPS,CÚP,CUPS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CÚP""""; van go duoc bang duong khac. bien the chu hoa cua """"cups""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,CUTS,CUTS,CÚT,CUTS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"CÚT""""; van go duoc bang duong khac. bien the chu hoa cua """"cuts""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,DAMS,DAMS,DÁM,DAMS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"DÁM""""; van go duoc bang duong khac. bien the chu hoa cua """"dams""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,DANS,DANS,DÁN,DANS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"DÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"dans""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,DAYS,DAYS,DÁY,DAYS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"DÁY""""; van go duoc bang duong khac. bien the chu hoa cua """"days""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,DEER,DEER,DỂ,DEER,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"DỂ""""; van go duoc bang duong khac. bien the chu hoa cua """"deer""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,DEEST,DEEST,DẾT,DEEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"DẾT""""; van go duoc bang duong khac. bien the chu hoa cua """"deest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,DIMS,DIMS,DÍM,DIMS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"DÍM""""; van go duoc bang duong khac. bien the chu hoa cua """"dims""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,dist,dist,dít,dist,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"dít""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"dít""""""",1
P4_working_as_intended,DOCS,DOCS,DÓC,DOCS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"DÓC""""; van go duoc bang duong khac. bien the chu hoa cua """"docs""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,DOMS,DOMS,DÓM,DOMS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"DÓM""""; van go duoc bang duong khac. bien the chu hoa cua """"doms""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,DONS,DONS,DÓN,DONS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"DÓN""""; van go duoc bang duong khac. bien the chu hoa cua """"dons""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,dust,dust,dút,dust,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"dút""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"dút""""""",1
P4_working_as_intended,EMS,EMS,ÉM,EMS,0,1,ctx_fixes,-,degrades_vn,1,0,3,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÉM""""; van go duoc bang duong khac. bien the chu hoa cua """"ems""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,ENS,ENS,ÉN,ENS,0,1,ctx_fixes,-,degrades_vn,1,0,3,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÉN""""; van go duoc bang duong khac. bien the chu hoa cua """"ens""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,eos,eos,éo,eos,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"éo""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"éo""""""",1
P4_working_as_intended,EST,EST,ÉT,EST,0,1,ctx_fixes,-,degrades_vn,1,0,3,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"ÉT""""; van go duoc bang duong khac. bien the chu hoa cua """"est""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,gaps,gaps,gáp,gaps,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"gáp""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"gáp""""""",1
P4_working_as_intended,GARY,GARY,GARY,GARY,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"GẢY""""; van go duoc bang duong khac. bien the chu hoa cua """"gary""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,GAYS,GAYS,GÁY,GAYS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"GÁY""""; van go duoc bang duong khac. bien the chu hoa cua """"gays""""; modifier key phai case-insensitive, output phai giu case goc""",6
P4_working_as_intended,hair,hair,hải,hair,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"hải""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"hải""""""",1
P4_working_as_intended,HAMS,HAMS,HÁM,HAMS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HÁM""""; van go duoc bang duong khac. bien the chu hoa cua """"hams""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HANGS,HANGS,HÁNG,HANGS,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"HÁNG""""; van go duoc bang duong khac. bien the chu hoa cua """"hangs""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HANS,HANS,HÁN,HANS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HÁN""""; van go duoc bang duong khac. bien the chu hoa cua """"hans""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,harm,harm,hảm,harm,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_syllable,medium,"degrades_vn,""restore se mat 1 trong 2 duong go """"hảm""""; van go duoc bang duong khac. ra syllable tieng Viet hop le """"hảm""""""",1
P4_working_as_intended,HATS,HATS,HÁT,HATS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HÁT""""; van go duoc bang duong khac. bien the chu hoa cua """"hats""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HAYS,HAYS,HÁY,HAYS,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HÁY""""; van go duoc bang duong khac. bien the chu hoa cua """"hays""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HEER,HEER,HỂ,HEER,0,1,ctx_fixes,-,degrades_vn,1,0,4,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HỂ""""; van go duoc bang duong khac. bien the chu hoa cua """"heer""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HEEST,HEEST,HẾT,HEEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"HẾT""""; van go duoc bang duong khac. bien the chu hoa cua """"heest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HERE,HERE,HERE,HERE,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HỂ""""; van go duoc bang duong khac. bien the chu hoa cua """"here""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HERO,HERO,HẺO,HERO,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HẺO""""; van go duoc bang duong khac. bien the chu hoa cua """"hero""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HIST,HIST,HÍT,HIST,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HÍT""""; van go duoc bang duong khac. bien the chu hoa cua """"hist""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HITS,HITS,HÍT,HITS,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HÍT""""; van go duoc bang duong khac. bien the chu hoa cua """"hits""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HOEST,HOEST,HOÉT,HOEST,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"HOÉT""""; van go duoc bang duong khac. bien the chu hoa cua """"hoest""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HONGS,HONGS,HÓNG,HONGS,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"HÓNG""""; van go duoc bang duong khac. bien the chu hoa cua """"hongs""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HORN,HORN,HỎN,HORN,0,1,ctx_fixes,-,degrades_vn,1,0,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HỎN""""; van go duoc bang duong khac. bien the chu hoa cua """"horn""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HOST,HOST,HOST,HOST,1,1,ok_both,-,degrades_vn,1,1,4,collision_vn_word_cased,high,"degrades_vn,""restore se mat 1 trong 2 duong go """"HÓT""""; van go duoc bang duong khac. bien the chu hoa cua """"host""""; modifier key phai case-insensitive, output phai giu case goc""",3
P4_working_as_intended,HUNGS,HUNGS,HÚNG,HUNGS,0,1,ctx_fixes,-,degrades_vn,1,0,5,inflection_trap_cased,high,"degrades_vn,""restore se mat 1 trong 3 duong go """"HÚNG""""; van go duoc bang duong khac. bien the chu hoa cua """"hungs""""; modifier key phai case-insensitive, output phai giu case goc""",3
